Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls per90,Ast per90,G+A per90,G-PK per90,G+A-PK per90,xG,npxG,xA,npxG+xA,xG per90,xA per90,xG+xA per90,npxG per90,npxG+xA per90,Passes Cmp,Att,Passes Cmp%,Passes TotDist,Passes PrgDist,KP per90,Final third per90,PPA per90,CrsPA per90,Prog per90,Live passes per90,Dead passes per90,FK passes per90,TB passes per90,under pressure passes per90,Sw passes per90,Crs passes per90,CK passes per90,Ground passes per90,Low passes per90,High passes per90,SCA Dead-balls per90,SCA Open-Play per90,Touches per90,Touches Def Pen per90,Touches Def 3rd per90,Touches Mid 3rd per90,Touches Att 3rd per90,Touches Att Pen per90,Live touches per90,Succ Dribbles per90,Att Dribbles per90,Succ Dribbles%,Players dribbled past per90,NutMegs per90,Carries per90,Carries TotDist per90,Carries PrgDist per90,Prog Carries per90,Carries to final-third per90,Carries to penalty area per90,Miss-Control per90,Dispossessed per90,Pass Targ per90,Passes Rec per90,Pass Rec%,Prog Rec-Passes per90,Tkl per90,TklW per90,Tkl Def 3rd per90,Tkl Mid 3rd per90,Tkl Att 3rd per90,Succ Tkl vs Dribbles per90,Att Tkl vs Dribbles per90,Tkl vs Dribbles%,Past per90,Press per90,Succ press per90,Succ Press %,Press Def 3rd per90,Press Mid 3rd per90,Press Att 3rd per90,Int per90,Tkl+Int per90,Clr per90,Err per90
1306,Lenny Joseph,fr FRA,FWMF,Metz,fr Ligue 1,20,2000,8,0,153,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,10,15.3,65.4,141.8,28.2,0.59,0,0,0,0.59,14.7,0.59,0,0,2.35,0,0,0,10.6,2.35,2.35,0,0.59,32.9,0.59,3.53,17.1,13.5,3.53,32.4,0.59,1.76,33.3,1.18,0,14.7,35.3,13.5,0.59,0,0,4.71,3.53,45.9,21.2,46.2,3.53,1.76,1.18,0.59,1.18,0,0,0.59,0,0.59,29.4,5.29,18,4.12,14.7,10.6,0,1.76,0,0
1307,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,24,1996,35,27,2364,26.3,15,4,15,0,0,3,0,0.57,0.15,0.72,0.57,0.72,16.1,16.1,5.5,21.6,0.61,0.21,0.82,0.61,0.82,21.6,29.3,73.7,346.8,79.5,1.41,1.9,1.18,0.08,2.7,29,0.27,0,0.27,5.93,0.27,0.61,0,21.6,4.64,3.12,0,2.97,42.9,0.57,3.92,18.4,23.7,7.22,42.7,1.22,2.78,43.8,1.52,0.34,30.3,151.9,94.5,5.25,1.44,1.1,2.21,1.83,52.2,32.9,63,8.63,1.37,0.8,0.53,0.57,0.27,0.38,1.79,21.3,1.41,22.4,6.24,27.8,3.73,9.01,9.66,0.65,2.02,0.23,0
1308,Stevan Joveti?,me MNE,FW,Hertha BSC,de Bundesliga,31,1989,18,13,1017,11.3,6,1,6,0,0,3,0,0.53,0.09,0.62,0.53,0.62,4.4,4.4,2.3,6.7,0.39,0.21,0.6,0.39,0.6,23.4,33.4,70,365.1,118.4,1.5,2.57,1.59,0.27,3.45,31.9,1.5,0.62,0.27,8.85,0.8,0.71,0.09,19.1,6.02,8.23,0.09,3.02,46.3,0.97,5.66,23.9,20.4,4.6,44.3,0.97,2.57,37.9,1.42,0.35,28.9,149.5,91.9,4.42,2.04,0.53,1.24,2.3,51.9,36.2,69.7,6.81,0.44,0.27,0.09,0.18,0.18,0.27,0.71,37.5,0.44,11.2,2.3,20.5,2.12,4.16,4.96,0.35,0.8,0.71,0
1309,Luka Jovi?,rs SRB,FW,Real Madrid,es La Liga,23,1997,15,1,369,4.1,1,3,1,0,0,1,0,0.24,0.73,0.98,0.24,0.98,2.3,2.3,0.8,3.1,0.57,0.2,0.76,0.57,0.76,13.2,16.8,78.3,207.8,33.9,0.98,0.98,0.49,0,1.71,16.1,0.73,0.24,0,5.37,0.49,0.24,0,11,2.93,2.93,0.24,2.68,29.8,0.98,2.93,16.1,12.4,5.85,29.3,1.71,2.44,70,1.71,0,18.3,79.3,36.6,1.71,0.73,0.24,2.68,1.71,37.3,22,58.8,5.12,0.73,0.49,0.24,0.49,0,0.24,0.24,100,0,10.7,1.95,18.2,0.73,5.85,4.15,0.49,1.22,0.98,0
1310,Miguel Juan Llambrich,es ESP,DF,Espanyol,es La Liga,25,1996,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,61.3,73.5,648.8,167.5,0,1.25,0,0,1.25,50,11.3,1.25,0,8.75,1.25,0,0,41.3,11.3,8.75,0,0,75,5,33.8,31.3,15,0,65,2.5,3.75,66.7,2.5,0,43.8,193.8,86.3,6.25,5,0,1.25,0,47.5,43.8,92.1,2.5,3.75,2.5,2.5,1.25,0,1.25,1.25,100,0,11.3,3.75,33.3,3.75,5,2.5,2.5,6.25,1.25,0
1311,Josй Juan Macнas,mx MEX,FWMF,Getafe,es La Liga,21,1999,7,2,201,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.09,0,0.09,0.09,0.09,13.6,20.5,66.7,194.1,27.3,0,1.36,0,0,0.91,19.5,0.91,0,0,4.09,0,1.82,0,13.2,3.18,4.09,0,0,34.5,0.45,2.27,16.8,17.3,5.45,33.6,1.36,3.18,42.9,1.36,0.45,25,85.9,28.2,2.27,0.45,0.45,2.73,2.73,45.9,26.4,57.4,9.09,0,0,0,0,0,0,0.91,0,0.91,20.9,3.64,17.4,0.91,12.7,7.27,0,0,0,0
1312,Juanmi,es ESP,FW,Betis,es La Liga,28,1993,33,26,2131,23.7,16,4,16,0,0,5,0,0.68,0.17,0.84,0.68,0.84,11.8,11.8,2.5,14.3,0.5,0.11,0.61,0.5,0.61,17.6,21.9,80.2,278.1,65.4,0.8,0.8,0.38,0.17,1.43,21.1,0.84,0.13,0,4.18,0.55,0.38,0.04,14.6,4.14,3.21,0,1.73,33.7,1.01,5.11,14.7,15.9,4.56,32.8,1.1,1.81,60.5,1.14,0.21,22.4,110.4,55.2,3.04,0.76,0.46,2.03,1.56,34.9,22.3,63.8,5.23,1.98,1.22,0.46,0.97,0.55,0.68,2.41,28.1,1.73,19.5,5.06,26,4.94,8.73,5.78,0.72,2.7,0.38,0.04
1313,Gideon Jung,de GER,DF,Greuther Fьrth,de Bundesliga,26,1994,5,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,35.6,78.9,576.3,166.3,0,1.25,0,0,2.5,33.1,2.5,2.5,0,1.25,1.25,0,0,24.4,3.75,7.5,0,0,44.4,4.38,22.5,20.6,1.88,1.25,42.5,0,0,,0,0,21.9,112.5,67.5,2.5,0,0,1.25,0.63,31.3,26.9,86,0,0.63,0.63,0,0.63,0,0,1.88,0,1.88,11.9,5.63,47.4,6.25,4.38,1.25,0.63,1.25,3.75,0
1314,Flavio Junior Bianchi,it ITA,FWMF,Genoa,it Serie A,21,2000,7,4,314,3.5,1,0,1,0,0,0,0,0.29,0,0.29,0.29,0.29,0.9,0.9,0.1,1,0.26,0.03,0.29,0.26,0.29,18.6,22.3,83.3,242.6,32.9,0.86,0.29,0.29,0,1.14,21.7,0.57,0,0,4.86,0.29,0.29,0.29,17.1,2.57,2.57,0,2,36.6,0,3.43,23.1,12.6,3.43,36,0.86,1.43,60,0.86,0,22.6,98,32.3,2.29,0.86,0.57,2.57,3.14,36.9,25.4,69,6.57,1.14,0.86,0.29,0.57,0.29,0,0.57,0,0.57,14.3,3.43,24,3.14,6.57,4.57,0.86,2,0,0
1315,Hamed Junior Traorи,ci CIV,FWMF,Sassuolo,it Serie A,21,2000,31,21,1775,19.7,7,2,7,0,0,3,0,0.35,0.1,0.46,0.35,0.46,4.7,4.7,3.2,8,0.24,0.16,0.4,0.24,0.4,32.7,41.7,78.3,577.7,170,1.78,3.15,1.78,0.2,4.77,38.7,3.05,0.46,0.05,7.92,1.83,1.37,2.34,32.8,3.35,5.53,0.51,2.89,57,0.91,9.59,27.8,25,4.87,54.2,2.49,4.82,51.6,2.94,0.36,46.4,292,173.3,8.73,2.69,1.98,2.08,2.39,47.9,41.3,86.2,5.99,1.78,0.86,0.46,0.71,0.61,0.46,1.88,24.3,1.42,20.7,4.62,22.4,5.28,9.09,6.29,1.27,3.05,0.3,0
1316,Lago Junior,ci CIV,FWMF,Mallorca,es La Liga,30,1990,6,1,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.16,0,0.16,0.16,0.16,13.5,24,56.3,184.5,53.5,0,0,0,0,0.5,23.5,0.5,0,0,6.5,0,2,0,13,5,6,0,1,43,1,7,14,25,5.5,42.5,2.5,4,62.5,3,0.5,32,182,129.5,8,1,2,3.5,4,47.5,34.5,72.6,5,1.5,1.5,1.5,0,0,1,1.5,66.7,0.5,19,4.5,23.7,8,4.5,6.5,1.5,3,0.5,0
1317,Vinicius Jъnior,br BRA,FW,Real Madrid,es La Liga,21,2000,35,30,2690,29.9,17,10,17,0,0,6,0,0.57,0.33,0.9,0.57,0.9,13.1,13.1,7.8,20.9,0.44,0.26,0.7,0.44,0.7,36.5,43.4,83.9,546.2,121,2.31,1.17,2.24,0.27,3.71,42.8,0.67,0.1,0.07,5.08,1.2,1.97,0.13,37.1,3.08,3.28,0.03,5.01,59.9,0.47,5.48,20,41.2,9.13,59.3,3.38,7.53,44.9,3.85,0.47,54,363.8,261.7,14.2,3.88,3.38,2.14,2.54,61.8,51.1,82.6,10.6,1.57,1.17,0.8,0.67,0.1,0.43,1.67,26,1.24,18.4,5.08,27.6,4.65,6.99,6.79,0.47,2.04,0.1,0
1318,James Justin,eng ENG,DF,Leicester City,eng Premier League,23,1998,13,11,998,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,1,1.6,0.06,0.09,0.14,0.06,0.14,47.2,58.8,80.2,756.6,264.5,0.81,2.34,0.81,0.27,3.6,49.1,9.73,0.63,0,8.29,0.99,0.99,0,37.5,11.8,9.55,0,1.35,72.2,4.05,25.9,31.9,18.4,1.44,62.9,0.36,1.08,33.3,0.45,0.09,40.3,160.1,93.2,3.6,1.26,0.36,0.27,1.26,46.4,42.3,91.3,2.43,2.79,1.89,1.26,1.08,0.45,0.81,1.62,50,0.81,16.3,4.68,28.7,7.75,6.49,2.07,2.43,5.23,2.97,0
1319,Jutglа,es ESP,FW,Barcelona,es La Liga,22,1999,6,4,301,3.3,1,0,1,0,0,1,0,0.3,0,0.3,0.3,0.3,1.6,1.6,0.4,2,0.47,0.13,0.6,0.47,0.6,29.7,36.7,81,446.1,57.9,0.91,1.21,1.52,0.61,1.52,34.2,2.42,0.3,0,4.55,0.3,1.21,0,25.2,7.58,3.94,0,2.43,47.3,0,3.03,21.2,25.2,4.85,45.2,0.61,1.52,40,0.61,0,31.8,164.2,74.8,4.24,0.61,2.12,1.82,1.52,49.4,39.4,79.8,8.79,0.91,0.61,0,0.3,0.61,0.3,0.91,33.3,0.61,13.6,5.15,37.8,1.21,5.45,6.97,0.61,1.52,0.3,0
1320,Ozan Kabak,tr TUR,DF,Norwich City,eng Premier League,21,2000,11,11,922,10.2,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02,33.4,40.6,82.4,697.2,224.2,0.2,1.67,0,0,1.76,38.9,1.67,1.27,0,7.25,1.08,0,0,30.5,4.12,5.98,0,0.69,50.4,7.35,31.9,20.4,1.57,0.49,48.8,1.37,1.76,77.8,1.37,0,31.3,165.8,92.9,1.47,0.29,0,0.29,0.59,32.6,31.4,96.1,0,1.27,1.08,0.59,0.59,0.1,0.39,0.88,44.4,0.49,9.22,3.73,40.4,6.37,2.65,0.2,2.16,3.43,2.84,0
1321,Christian Kabasele,be BEL,DF,Watford,eng Premier League,30,1991,16,12,1193,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.8,0.05,0,0.06,0.05,0.06,27.1,34.3,78.9,621.4,197.5,0.08,1.2,0.15,0.08,1.88,33.6,0.68,0.38,0,5.04,0.3,0.08,0,21.3,4.06,8.95,0,0.38,44.5,8.27,28,17,1.43,0.83,43.8,0,0.08,0,0.08,0,23.4,110,45.4,0.98,0,0,0,0.3,24.4,24.1,98.8,0.15,0.75,0.45,0.53,0.23,0,0.23,0.38,60,0.15,6.24,2.63,42.2,4.29,1.8,0.15,1.95,2.71,4.36,0.15
1322,Issa Kaborй,bf BFA,DF,Troyes,fr Ligue 1,20,2001,31,26,2254,25,0,1,0,0,0,8,2,0,0.04,0.04,0,0.04,0.3,0.3,2.2,2.5,0.01,0.09,0.1,0.01,0.1,29.5,40.3,73.2,506.4,208.2,0.84,1.72,1.44,0.92,2.96,32.2,8.12,0.48,0.04,5.12,1.28,3.16,0,24.1,8.52,7.68,0.16,1.6,52.9,2.36,15.3,22.5,20,1.4,45.2,1.84,3.36,54.8,1.96,0.24,34.7,225.5,137.3,5.92,2.08,0.56,2.16,1.36,36.9,31,84.1,2.92,2.12,1.2,1,0.92,0.2,0.68,1.72,39.5,1.04,17.7,4.4,24.9,6.88,7.76,3.04,1.44,3.56,1.12,0
1323,Anton Kade,de GER,MFDF,Hertha BSC,de Bundesliga,17,2004,4,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.14,0,0.14,0.14,0.14,23.3,34.4,67.7,384.4,88.9,0,0,0,0,0,23.3,11.1,0,0,6.67,0,2.22,0,13.3,12.2,8.89,0,0,55.6,1.11,15.6,20,24.4,4.44,44.4,0,5.56,0,0,0,28.9,115.6,87.8,5.56,1.11,1.11,2.22,1.11,31.1,23.3,75,2.22,5.56,3.33,3.33,2.22,0,1.11,4.44,25,3.33,47.8,12.2,25.6,15.6,24.4,7.78,3.33,8.89,1.11,0
1324,Pavel Kade?бbek,cz CZE,DF,Hoffenheim,de Bundesliga,29,1992,19,14,1195,13.3,1,2,1,0,0,5,0,0.08,0.15,0.23,0.08,0.23,2,2,2.8,4.8,0.15,0.21,0.37,0.15,0.37,38.1,51.2,74.4,689.1,269.3,1.58,2.26,1.5,0.75,4.51,41.7,9.47,0.38,0,6.77,0.45,3.23,0,24.8,14.9,11.5,0,2.34,60.3,2.78,14.6,25,23.2,3.61,51.1,0,0.15,0,0,0,28.6,147,90.8,4.06,1.13,0.38,1.28,0.08,42.8,36.6,85.6,4.74,1.2,0.68,0.53,0.38,0.3,0.53,1.13,46.7,0.6,10.2,2.86,28.1,3.53,4.06,2.56,1.05,2.26,2.78,0
1325,Tino Kadewere,zw ZIM,FW,Lyon,fr Ligue 1,25,1996,15,3,506,5.6,1,0,1,0,0,0,1,0.18,0,0.18,0.18,0.18,3.3,3.3,0.9,4.2,0.59,0.17,0.75,0.59,0.75,24.3,29.8,81.4,345,68.6,1.43,0.36,1.25,0.36,2.5,28.8,1.07,0,0.18,5.71,0.71,1.25,0,23.6,3.75,2.5,0,2.14,43.4,0.18,4.64,20,23,5.89,42.3,1.25,1.96,63.6,1.25,0,28,142,81.1,4.29,1.25,1.07,2.5,1.96,46.4,31.1,66.9,8.39,1.96,1.25,0.54,0.89,0.54,0.71,1.96,36.4,1.25,22.3,6.96,31.2,2.14,12.1,8.04,1.25,3.21,0.18,0
1326,Florian Kainz,at AUT,MFFW,Kцln,de Bundesliga,28,1992,32,31,2320,25.8,4,4,4,0,0,3,1,0.16,0.16,0.31,0.16,0.31,3.5,3.5,5,8.5,0.14,0.19,0.33,0.14,0.33,24.9,41.2,60.5,517.6,190,1.86,2.36,1.71,0.54,4.5,35.1,6.09,2.13,0.16,7.48,2.64,4.26,2.95,23.3,5.43,12.5,0.97,2.06,52.6,1.09,8.68,23.1,25.1,2.13,46.7,1.28,2.64,48.5,1.32,0.04,34.8,208.4,103.8,4.88,1.55,0.31,1.28,1.09,39.9,32.4,81.2,4.22,1.4,0.7,0.31,0.85,0.23,0.81,1.78,45.7,0.97,11.8,3.64,30.9,2.75,5.78,3.26,1.98,3.37,0.97,0
1327,Gaлl Kakuta,cd COD,MFFW,Lens,fr Ligue 1,30,1991,29,20,1673,18.6,3,2,2,1,1,1,0,0.16,0.11,0.27,0.11,0.22,3.6,2.8,3.5,6.3,0.19,0.19,0.38,0.15,0.34,28.3,39,72.7,462.8,123.9,1.18,3.55,1.02,0.38,3.6,38.2,0.75,0.32,0.22,7.74,1.29,1.94,0.16,29.2,4.62,5.11,0,2.37,53.1,0.22,3.92,31.2,20.6,2.53,52.5,1.13,2.53,44.7,1.24,0.22,36.3,143,71.5,4.35,1.18,0.38,3.01,2.53,51.7,41.7,80.7,7.8,1.77,1.13,0.27,0.97,0.54,0.27,0.7,38.5,0.43,21.9,6.51,29.7,2.96,11.9,6.99,0.7,2.47,0.27,0
1328,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,24,1997,15,13,1221,13.6,6,1,5,1,2,2,0,0.44,0.07,0.52,0.37,0.44,6.3,4.8,3.5,8.3,0.47,0.26,0.72,0.35,0.61,19.6,28.1,69.9,304,61.8,1.47,1.18,0.51,0.07,2.35,25.4,2.72,0,0.07,10.7,0.44,0.44,0,15,6.76,6.32,0,2.28,40.4,0.81,1.99,23,16.5,5.66,37.6,0.44,1.03,42.9,0.44,0.07,19.8,70.1,26.8,1.47,0.51,0.51,4.04,1.03,48.6,29.9,61.6,7.06,0.51,0.29,0,0.37,0.15,0.07,0.37,20,0.29,17.9,5.15,28.7,0.74,7.28,9.93,0.51,1.03,0.74,0
1329,Arnaud Kalimuendo,fr FRA,FW,Lens,fr Ligue 1,19,2002,32,27,2148,23.9,12,0,10,2,2,1,1,0.5,0,0.5,0.42,0.42,9.4,7.9,2.2,10,0.39,0.09,0.48,0.33,0.42,50,50,100,620,0,0,0,0,0,0,18.6,1.88,0.04,0,4.64,0.17,0.59,0,17,2.38,1.09,0,0,33.1,0.04,1.38,14.6,19.7,4.85,31.1,0.79,2.26,35.2,0.88,0.08,24.4,131.4,68.1,4.23,1.46,0.54,3.01,2.85,44.4,26.4,59.5,9.5,0.42,0.33,0.04,0.17,0.21,0.17,0.46,36.4,0.29,14.1,3.89,27.5,0.88,4.56,8.7,0.33,0.75,0,0
1330,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,fr Ligue 1,19,2002,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,20.5,82.4,251.8,29,0.96,0.42,0.75,0.13,1,50,0,0,0,30,0,0,0,40,0,10,0,1.88,60,0,0,40,30,0,60,0,0,,0,0,50,430,260,20,10,0,0,0,90,50,55.6,0,0,0,0,0,0,0,10,0,10,40,0,0,10,10,20,0,0,0,0
1331,Nikola Kalini?,hr CRO,FW,Hellas Verona,it Serie A,33,1988,14,4,406,4.5,4,1,4,0,0,5,1,0.89,0.22,1.11,0.89,1.11,2.8,2.8,0.9,3.7,0.62,0.2,0.82,0.62,0.82,18.9,22.7,83.3,257.3,32.7,1.56,0.44,0.44,0,0.89,20,2.67,0.22,0.22,7.11,0,0.22,0,16.4,4.44,1.78,0,2.44,38.9,0.22,1.33,15.1,23.1,8.44,36.4,0.67,1.56,42.9,0.67,0,27.1,64.7,21.1,1.78,0.44,0.89,4,4.44,52.4,32,61,13.1,0.44,0.22,0,0.22,0.22,0,0,,0,7.78,1.33,17.1,1.11,2.44,4.22,0,0.44,0.44,0
1332,Yayah Kallon,sl SLE,FWMF,Genoa,it Serie A,20,2001,15,5,636,7.1,0,1,0,0,0,3,0,0,0.14,0.14,0,0.14,1.1,1.1,1,2.2,0.16,0.15,0.31,0.16,0.31,16.8,25.5,65.7,250.1,51.4,1.27,0.56,0.56,0.14,1.27,25.5,0,0,0,8.17,0.28,2.11,0,17.6,4.37,3.52,0,3.23,40.8,0.85,5.21,15.6,22.8,5.07,40.8,1.83,2.68,68.4,1.83,0,31.1,176.3,104.4,5.77,0.7,2.11,3.24,2.96,44.6,25.6,57.4,6.48,1.83,1.13,0.56,0.56,0.7,0.42,1.55,27.3,1.13,19.9,5.92,29.8,2.96,9.3,7.61,1.13,2.96,0.28,0
1333,Felix Kalu Nmecha,de GER,MFFW,Wolfsburg,de Bundesliga,20,2000,16,1,323,3.6,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0.1,0.8,0.18,0.03,0.21,0.18,0.21,28.6,38.9,73.6,463.9,113.3,0.28,2.22,1.39,0,3.33,37.5,1.39,0.28,0,10,0.56,0.83,0,25.8,7.5,5.56,0,1.67,55.6,1.39,7.78,31.7,21.1,2.78,54.2,1.39,3.33,41.7,1.67,0,38.9,207.5,133.9,6.67,2.5,0.83,2.5,1.94,52.5,42.5,81,5.56,0.56,0.56,0.28,0.28,0,0.28,0.83,33.3,0.56,20.3,4.17,20.5,4.17,10.8,5.28,2.22,2.78,1.67,0
1334,Samuel Kalu,ng NGA,FWMF,Bordeaux,fr Ligue 1,23,1997,11,3,328,3.6,1,1,1,0,0,1,0,0.27,0.27,0.55,0.27,0.55,0.8,0.8,0.2,1,0.23,0.05,0.28,0.23,0.28,21.6,26,83.1,321.6,77.6,0.4,0.8,0.8,0,2.8,29.7,3.06,0.56,0,6.94,2.5,3.06,1.67,22.8,4.17,5.83,0.56,2.23,48.9,0.28,6.67,21.4,25,4.44,45.6,3.61,5.28,68.4,3.61,0.28,41.7,244.4,148.6,6.39,1.67,1.11,2.22,4.17,43.3,36.1,83.3,9.72,3.06,2.5,1.67,0.83,0.56,0.56,1.11,50,0.56,12.5,2.78,22.2,4.17,5,3.33,0.56,3.61,0.28,0
1335,Samuel Kalu,ng NGA,FW,Watford,eng Premier League,23,1997,4,2,222,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0.12,0.06,0.18,0.12,0.18,25,32.8,76.3,456.4,131.1,0.83,3.89,1.11,0.28,3.61,23.6,2.4,1.6,0.4,8,0.8,1.6,0.8,18,3.6,4.4,0,1.6,40,1.6,4.4,16.4,21.2,2.4,37.2,0.8,2,40,0.8,0,27.2,128.4,72,5.2,2,1.2,3.6,2.4,36,28.4,78.9,4.4,0.8,0.8,0,0.8,0,0.4,0.8,50,0.4,9.2,2.4,26.1,2.8,2.4,4,2,2.8,1.2,0
1336,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,21,2000,28,21,1944,21.6,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,0.4,0.4,0.5,0.8,0.02,0.02,0.04,0.02,0.04,47,53.5,88,968.7,311.7,0.28,2.36,0.51,0.28,2.69,49.5,3.94,1.67,0.05,4.31,0.74,0.97,0,42.7,3.98,6.81,0,1.02,64.1,5.74,30.8,30.4,8.24,0.74,60.3,0.14,0.42,33.3,0.19,0.05,40.6,259.5,122.3,3.1,1.11,0.05,0.74,0.37,41.1,40,97.4,0.79,2.96,1.57,1.94,0.79,0.23,0.93,1.2,76.9,0.28,16.7,5.79,34.6,8.29,6.99,1.44,2.36,5.32,2.41,0
1337,Daichi Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,24,1996,32,23,2139,23.8,4,3,4,0,0,0,0,0.17,0.13,0.29,0.17,0.29,4.8,4.8,2.9,7.7,0.2,0.12,0.32,0.2,0.32,28.6,36.3,78.7,508.3,123.9,1.3,2.9,0.92,0.04,3.7,35,1.39,0,0.04,8.45,0.8,0.88,0.5,27.6,4.79,3.99,0.17,2.51,47.4,0.76,5.88,27.9,17.1,3.45,46,1.26,2.23,56.6,1.39,0.08,34.2,184.9,101.2,5.13,2.02,0.55,2.52,1.47,46.5,34,73.2,6.85,1.51,1.09,0.46,0.71,0.34,0.29,1.26,23.3,0.97,17.6,5.08,28.9,3.45,8.28,5.88,0.8,2.31,0.34,0
1338,Boubacar Kamara,fr FRA,MFDF,Marseille,fr Ligue 1,21,1999,34,31,2778,30.9,1,0,1,0,0,5,0,0.03,0,0.03,0.03,0.03,1.1,1.1,1.4,2.5,0.04,0.05,0.08,0.04,0.08,71.3,78.5,90.8,1288.1,292.9,0.61,5.92,0.49,0.1,4.11,75.8,2.69,1.72,0.16,11.8,2.59,0.39,0,63,6.08,9.42,0.03,1.26,88.9,3.2,22.9,55.7,14.1,1.36,86.4,0.45,0.65,70,0.49,0.1,59.9,235.3,112,4.17,0.91,0.06,0.45,0.91,71,68.2,96,1.91,2.62,1.78,1.26,1.2,0.16,0.78,1.68,46.2,0.91,15,5.95,39.7,5.5,7.31,2.17,2.1,4.72,1.97,0
1339,Hassane Kamara,ci CIV,MFDF,Nice,fr Ligue 1,27,1994,11,7,544,6,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1.1,2.1,0.16,0.18,0.34,0.16,0.34,40,49.5,80.8,649,122,0.5,0.67,1.17,0.67,2.33,46.2,3.33,0.5,0.17,6,0.67,2.5,0,36.8,6.67,6,0,1.17,62.3,2,13.8,33,21.3,2.33,59.7,0.67,1.33,50,0.67,0,45.7,221.2,133.3,5.5,3.33,0.17,1.33,2,50.5,44.7,88.4,3.83,2.83,1.5,1.17,1,0.67,1.17,1.67,70,0.5,14.8,4,27,3,7.33,4.5,2.17,5,1,0
1340,Hassane Kamara,ci CIV,DF,Watford,eng Premier League,27,1994,19,18,1623,18,1,0,1,0,0,5,1,0.06,0,0.06,0.06,0.06,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03,35.3,50.3,70.3,609.1,282.9,0.5,1.89,0.5,0.22,2.61,39.8,10.4,0.61,0.06,8.33,0.72,1.06,0,25.3,9.89,15.1,0,1.18,64.5,4.78,29.5,28.6,10.1,0.56,54.3,1,1.89,52.9,1.06,0.06,33.8,181.2,84,2.72,0.94,0.17,0.61,0.5,30.7,28.3,92.4,0.89,3.39,1.61,2.11,1,0.28,1.33,2.22,60,0.89,16.7,4.17,25,9.83,5.61,1.22,5.22,8.61,3.17,0
1341,Dimitrije Kamenovi?,rs SRB,DF,Lazio,it Serie A,21,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.77,0,0.77,0.77,0.77,32,42,76.2,842,212,0,0,0,0,0,36,6,6,0,8,0,0,0,28,2,12,0,0,54,6,26,28,4,2,48,0,0,,0,0,20,70,12,0,0,0,0,2,22,20,90.9,0,2,0,2,0,0,2,2,100,0,10,4,40,6,2,2,2,4,4,0
1342,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30,1990,27,25,1899,21.1,0,1,0,0,0,4,0,0,0.05,0.05,0,0.05,0.6,0.6,1.3,1.9,0.03,0.06,0.09,0.03,0.09,64.3,70.6,91.1,1119.3,251,0.71,5.5,1,0.05,5.45,67.6,2.94,2.56,0.05,12.7,0.57,0.24,0,60.5,4.41,5.64,0.05,1.52,78.4,1.94,17.3,52,15.3,0.76,75.7,0.66,1.04,63.6,0.71,0.05,60,312.3,144.9,5.59,1.75,0.28,0.57,0.76,62,59.3,95.6,1.37,1.99,1.33,0.71,1.04,0.24,0.38,1.75,21.6,1.37,18.2,5.97,32.7,4.88,10.8,2.61,1.85,3.84,0.85,0
